track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
1jyjxWl3NKxSQPaEPuBLXy,Seiko  Oomori,Chao tian yu,Hiraite,20,300506,0,0.591,0.736,10,-6.206,1,0.0502,0.107,1.00E-06,0.21,0.48,130.004,4,J-idol
6wHoaIymiT4eeLYtpmFuBh,Tokimeki  Sendenbu,Tokimekiheartsxuan chuan bu novictory story   qing chun ha toshieika,Kiminimeng zhong ga ru,19,255044,0,0.645,0.955,7,-1.413,1,0.05,0.0444,1.00E-06,0.391,0.676,136.991,4,J-idol
12mlWEYWv1V2heYPdztuZr,Stu48,Du riyan deyu rukurainara<type b>,Pu hakonohai wotiao meteru,18,283960,0,0.543,0.824,4,-3.403,0,0.0363,0.429,0,0.811,0.273,117.995,4,J-idol
34w1Sx76Je4tfS3wwNORGf,Dazzle  Vision,To the next,Vision,20,198533,0,0.321,0.878,7,-5.475,1,0.108,0.0001,1.00E-06,0.0807,0.269,114.975,3,J-idol
7wrfXKOdFAvufZTEkr0kvf,Keyakizaka46,Yong yuan yorichang iyi shun ~anoqing que kanicun zai shitasi tachi~ complete edition,Zhi fu totai yang,18,250160,0,0.617,0.835,4,-4.111,1,0.0328,0.467,0,0.34,0.6,125.012,4,J-idol
0HHVxCfDlSWYgVcdhZypsn,Ngt48,Shi jie hatokomateqing kong nanoka? special edition,Nanikagairu,19,218400,0,0.52,0.901,5,-3.295,1,0.0641,0.035,0,0.163,0.886,168.899,4,J-idol
4DK8Rdg7Ogmsxi0njMzjFL,Nmb48,Bei chuan qian er ju chang pan,Lian ai bei hai jie ke hong zu,18,286853,0,0.574,0.925,4,-3.332,1,0.0924,0.268,1.00E-06,0.0957,0.8,169.925,4,J-idol
4uSP2P6XstviOb7pOqIhsT,Dempagumi  Inc,Ai kadi qiu jiu unsa!tatsutetenhazu inchahuamiri teshiyo,Ai kadi qiu jiu unsa!tatsutetenhazu inchahuamiri teshiyo,18,241381,0,0.678,0.982,10,-2.4,0,0.138,0.0014,0.000152,0.815,0.782,107.478,4,J-idol
1wxw8BkVBHfBEiqm69rA48,Sayaka  Yamamoto,Rainbow,Merodei,19,295662,0,0.573,0.943,2,-3.236,1,0.0333,0.0015,1.00E-06,0.117,0.766,132.985,4,J-idol
2e7LBdeiidf0ZC5Qj52u0G,Stu48,Wu mou nameng hajue merukotoganai ju chang pan,Qi ji toiuming nosuto ri,19,242099,0,0.368,0.826,6,-3.448,1,0.0421,0.0572,0,0.203,0.663,83.102,4,J-idol
10UgAzUUjZ8JQNsaws0LdY,Supergirls,Chao jue xue yuan ~ tokimekihighrenzi!!!~,Tokimekihighrenzi!!!,18,229853,0,0.53,0.943,6,-3.121,1,0.0553,0.0092,0,0.0965,0.846,165.037,4,J-idol
5NYZuW6KSZ6VXmBA6wOqY6,Stu48,Hua hashui nomono? special edition,Sure ziyaane,19,234066,0,0.557,0.922,0,-2.015,1,0.0541,0.0218,0,0.0943,0.822,155.034,4,J-idol
116z625wNY96nL9vK6h80H,Sokoninaru,Zhang deyong ru,Zhang deyong ru,42,194920,0,0.511,0.915,3,-1.719,0,0.176,0.0017,0.00376,0.209,0.537,107.077,4,J-idol
6eVzeeVQvesYnnRRlFyCns,Flower,Hitomi no oku no milkyway,Ratsuki 7,29,194920,0,0.674,0.914,7,-3.311,1,0.0467,0.016,0,0.0402,0.778,93.003,4,J-idol
0FpJdOwxVYjN0UCIG6ovcR,Babymetal  Tim henson scott lepage,Metal galaxy,Brand new day,42,248399,0,0.653,0.891,4,-2.301,0,0.0339,0.0034,4.00E-06,0.327,0.232,105.007,4,J-idol
7GobktQCyszbCM5kBSjIVS,Dempagumi  Inc,Psfa jian chuan !,Psfa jian chuan !,33,236842,0,0.608,0.899,8,-2.954,1,0.0323,0.0476,0,0.12,0.789,95.026,4,J-idol
35q9uYshiZ4aKgUu3qWbNn,Babymetal,Babymetal,Ijime dame zettai,44,365151,0,0.328,0.977,1,-1.436,1,0.174,0.0005,0.0033,0.089,0.127,160.247,4,J-idol
6NDm62l6gaW16vsSJgcALv,Elfensjon,Ash of rouge side elisia,Zhong xue hahui tonarite,19,276293,0,0.505,0.897,8,-2.627,1,0.0385,0.0011,0,0.14,0.571,121.05,4,J-idol
18kLC7awCOvo46wq596QQ4,Negicco,Wu qian 0shi noshinpashi,Wu qian 0shi noshinpashi,17,205633,0,0.7,0.824,3,-4.565,0,0.0598,0.564,1.10E-05,0.0677,0.914,149.873,4,J-idol
4uvdOLtXXLXEiRprSMWAGl,Seiko  Matsuda,Pineapple,Chi isui topi,19,221720,0,0.481,0.419,7,-7.984,1,0.0258,0.735,0,0.0985,0.457,166.854,4,J-idol
2n0LzZriV5EmnHX9dPhFyV,Akb48,So long !<type a>chu hui xian ding pan,So long !,19,364426,0,0.437,0.73,10,-2.917,1,0.0309,0.606,3.00E-06,0.157,0.563,184.121,4,J-idol
419mI7iRhyEy88A3QO69tq,Keyakizaka46,Garasuwoge re!,Garasuwoge re!,18,222666,0,0.424,0.929,1,-3.601,0,0.0925,0.119,0,0.289,0.548,81.984,4,J-idol
2UjqBaCc4jDpCa06C2DXMq,Seiko  Matsuda,Bible,Tian shi nouinku,19,240773,0,0.681,0.438,11,-15.609,1,0.0371,0.264,0.000978,0.103,0.427,141.012,4,J-idol
2qfnlkBLtkv876jH4W6nA6,Dempagumi  Inc,Gogo dempa,Huanhua rehapu ranotameni,17,240084,0,0.615,0.973,1,-2.018,1,0.0903,0.0741,0,0.19,0.925,150.014,4,J-idol
26k6DzNcjwyS2SmSFhmqX7,Zone,E ~ complete a side singles~,Xiao yan ri he,18,254533,0,0.409,0.832,7,-4.717,1,0.0422,0.0001,0.00266,0.0773,0.752,164.032,4,J-idol
5vyffgeQh1VP3pCEtii8Lo,Passepied,Li noli,Li noli,18,300640,0,0.458,0.922,5,-2.019,0,0.0708,0.0028,0.00413,0.101,0.323,153.937,4,J-idol
4BEqp8atoya9jQfvjevzmo,Seiko  Matsuda,Zhu nobarukoni,Zhu nobarukoni,19,223013,0,0.706,0.739,7,-6.448,1,0.0281,0.215,2.00E-06,0.186,0.8,129.753,4,J-idol
5RYjcbtkp6APbxKIrtCQhD,Sakurako  Ohara,Sayonara,Everyday,18,258893,0,0.677,0.653,3,-4.446,1,0.0234,0.222,0,0.0993,0.411,95.02,4,J-idol
1bgyehnbuvYWKpmiydIKDR,Zone,E ~ complete a side singles~,Shi jie nohonnopian yu kara,18,256720,0,0.581,0.853,0,-5.895,0,0.0358,0.352,1.10E-05,0.125,0.492,107.037,4,J-idol
5U0dlmWkHg76a0Fkfys6hP,Akb48,Aisunokuchiduke,Aisunokuchiduke,19,253040,0,0.478,0.796,1,-7.481,1,0.0303,0.0034,0,0.226,0.597,157.085,4,J-idol
6LYIIDwNW61N5xqf0rC4aU,Dempagumi  Inc,Dempark!!!,Yuramekukong zhong zhan,17,260911,0,0.795,0.935,2,-3.627,1,0.0538,0.143,2.00E-06,0.295,0.703,131.997,4,J-idol
31puVs5TMVVSIPuteoN2X0,Seiko  Matsuda,Yu topia,Pi chi*shiya betsuto,19,241693,0,0.666,0.607,0,-6.623,0,0.0264,0.467,0.000116,0.249,0.624,138.15,4,J-idol
1Ty9Gi5fA5rtDaVdwaQrnC,Seiko  Matsuda,Windy shadow,Pinkunomo tsuaruto,19,241373,0,0.724,0.577,3,-9.005,1,0.0417,0.437,0,0.284,0.742,123.6,4,J-idol
0klGIUj3IjrVP4fB5eYOjm,Akb48,Akb48 15th anniversary single playlist i,Beginner,19,239320,0,0.456,0.984,8,-1.799,1,0.0888,0.171,0,0.0916,0.597,80.002,4,J-idol
0GZk5JgWQHbXch8Fwd7mti,Seiko  Matsuda,Canary,Cang ihuotogurahu,19,239000,0,0.713,0.397,5,-9.554,1,0.0354,0.703,0,0.306,0.608,78.735,4,J-idol
2eCI5JxOXQTMHpysGmYVck,Hkt48,Zui gao kayo,Zui gao kayo,19,273093,0,0.422,0.971,4,-3.262,1,0.0625,0.154,0.0172,0.383,0.182,90.083,4,J-idol
4TMOz5CcxwCBPyxXqsdxPd,Seiko  Matsuda,Sok *40zhou nian ji nian arubamu seiko matsuda 2021,Tong hadaiamondo diamond eyes,19,258160,0,0.293,0.484,7,-7.425,1,0.0338,0.729,1.00E-06,0.122,0.151,77.003,4,J-idol
7k5Fw4MZVCuiVjdB3bKPuR,Dempagumi  Inc,Dempark!!!,Purotagonisuto,17,311798,0,0.657,0.573,0,-4.467,1,0.0251,0.128,0,0.556,0.649,96.003,4,J-idol
1Ar7WYAqNGHUQ9hvG1ALQs,Sakurako  Ohara,Sankiyu,Orenzinohatsupi harouin,19,207066,0,0.598,0.886,2,-3.532,1,0.0323,0.263,0,0.0883,0.735,93.028,4,J-idol
50syFDvTv4OGTaphaT1WGH,Flower,Hua shi ji,Re dai yu nolei version2015,18,282480,0,0.518,0.824,1,-3.001,1,0.0661,0.307,0,0.345,0.311,167.924,4,J-idol
00mgT6B4SaiN2KpCw8lrrE,Passepied,Onomimono,Noy nei zhan zheng,19,184013,0,0.428,0.939,4,-2.497,1,0.127,0.0274,0.561,0.113,0.443,187.994,4,J-idol
7FjhRryNbmIeivsAQAxq6P,Gang  Parade,The music and the game creates magic,Fxxk your disco,19,249640,0,0.488,0.916,5,-2.438,0,0.0669,0.0002,0,0.334,0.8,137.963,4,J-idol
4FTkXZgK0Bn4L5Z5UrrJ3v,Perfume,Level3 bonus edition,Spring of life level3 mix,19,359040,0,0.604,0.968,1,-1.939,1,0.0622,0.0002,0.62,0.0197,0.922,132.004,4,J-idol
1yPajpleNn62SNWls1Zr3N,Zone,Yue shu ~august 10years later~,Yue shu ~august 10years later~,18,264813,0,0.561,0.848,9,-3.387,1,0.0441,0.0115,0,0.127,0.632,110.024,4,J-idol
2JvMQAUGqvGIk1uhCqW0Qy,Dempagumi  Inc,Dempark!!!,Yu chong se homosapiensu,18,238901,0,0.386,0.84,10,-4.586,0,0.233,0.0138,2.30E-05,0.354,0.878,189.745,4,J-idol
5FxNWxSCl6GVwtp3tnFqiR,Akb48,Kokogarodosuda kokodetiao be!<type a> chu hui xian ding pan,Kokogarodosuda kokodetiao be! dong li yuan xue jing qian xun sheng ju li nai ru shan xing nai jia teng ling nai er yu yao xiao qi cai nai shibui gu ci xiao bai jian mei liu gu zhen li jia fu gang sheng cai er cun chun xiang gu tian nai he cun shan cai xi sen bao madoka shi cang feng zi,19,290426,0,0.387,0.923,0,-3.402,1,0.0747,0.202,1.40E-05,0.224,0.302,153.894,4,J-idol
6AvrTAEOARaQLthsHZOSHZ,Perfume,"Perfume the best ""p cubed""",Relax in the city,19,252266,0,0.508,0.962,4,-3.129,1,0.033,0.0613,0.293,0.693,0.793,120.059,4,J-idol
3dDLYevC8ZtHWiFpRlvFaU,Flower,This is flower this is best,Dolphin beach version2016,18,262253,0,0.681,0.824,6,-5.77,1,0.0435,0.527,0,0.112,0.351,111.932,4,J-idol
57BWGN3CjOrgBCJd4KDWim,Wasuta,Wa sutabest,Gure puhuru tsumu n,18,287426,0,0.406,0.96,5,-3.633,1,0.105,0.0053,0,0.154,0.477,182.012,4,J-idol
0Udi8ylqTgTECdgHVetEw3,Shiritsu  Ebisu chugaku,Xue kong,Chun xiu mimoratoriamuzhong xue sheng,17,307960,0,0.607,0.888,11,-3.219,1,0.0683,0.0057,9.00E-06,0.371,0.736,100.023,4,J-idol
3ijHK6lozRTVwAhh9GpVd4,Wasuta,Zhe er wu er sheng kiru!   basutabu*aromateitsuku,Shining flower,17,263226,0,0.424,0.913,8,-3.066,1,0.0662,0.0075,0,0.272,0.169,180.945,4,J-idol
4bw5tKLwngOwWcfIrRJ48F,Band  Ja naimon! maxx nakayoshi,Re start tong chang pan,Jun noxiao yan deshi jie gayabai,18,257825,0,0.415,0.953,1,-4.976,1,0.066,0.0022,0.000121,0.334,0.454,180.093,4,J-idol
2lCxIrry4wIwZIF2GVqFm6,Passcode,Passcode nippon budokan 2022,Horoscope passcode nippon budokan 2022,18,321000,0,0.408,0.802,7,-5.501,1,0.0622,0.0109,0.00274,0.992,0.313,172.067,4,J-idol
5VCXMULY5uSbmV6RQelC5E,Shiritsu  Ebisu chugaku,Ebizhong qiu sheng tolou gu toyin le nohui ki ti shite chiyuuon 2021 live,Hei mao he niu shang yan tanshao 680yuan chiyuuon2021 live ver,17,152266,0,0.406,0.666,4,-5.573,1,0.0605,0.0006,0.000186,0.855,0.239,119.956,3,J-idol
5aa7X1tObjbBVWrQJ1nadY,Shiritsu  Ebisu chugaku,Xia dazeziyoni konpuri topatsuku,Xia dazeziyoni,17,304720,0,0.61,0.945,1,-2.426,1,0.0464,0.0154,0.00417,0.104,0.735,96.507,4,J-idol
45E2ZJlShBlhAKCf3eJcyF,Hong  Nokonkisutado ru,The best of rainbow,Triangle dreamer,17,338973,0,0.469,0.947,5,-1.065,1,0.0566,0.111,0,0.379,0.549,173.007,4,J-idol
4Z3awCIAQAZvtmfp7Uhi9g,Shiritsu  Ebisu chugaku,Ebizhong qiu sheng tolou gu toyin le nohui ki ti shite chiyuuon 2021 live,You huo shitaiya chiyuuon2021 live ver,17,330520,0,0.568,0.832,4,-4.131,1,0.0453,0.0049,0,0.577,0.324,125.016,4,J-idol
3pkmOUHeMPDUjUQapduQaY,Shiritsu  Ebisu chugaku,Zhong zu ~ ebizhong noikeikebesuto~,Jia qi yue noshinderera zhong zu ver,17,285546,0,0.486,0.972,2,-1.562,1,0.239,0.0204,0.00847,0.308,0.605,170.03,4,J-idol
6t1zZu0TnnRWaNOXoNMcNY,Shiritsu  Ebisu chugaku,Playlist,Shake! shake! prod porukadotsutosuteingurei,18,193613,0,0.66,0.959,1,-3.332,1,0.103,0.0188,3.00E-06,0.0215,0.589,132.99,4,J-idol
2nAeK63zz8YGcufGW16Y58,Tacoyaki  Rainbow,Jue chang !naniwadesheng maretashao nu tachi special edition,Jue chang !naniwadesheng maretashao nu tachi,18,274413,0,0.61,0.953,10,-1.076,1,0.102,0.136,0.000218,0.371,0.398,150.016,4,J-idol
5D3VEflQYwdP5rfkH0ZXgM,Band  Ja naimon! maxx nakayoshi,Re start tong chang pan,Shiyokora*rabu,18,297080,0,0.64,0.856,4,-6.203,1,0.0422,0.0027,0.00182,0.278,0.681,139.996,4,J-idol
6OXVlYroLngLVBZ7egnEyV,Shiritsu  Ebisu chugaku,Ebizhong qiu sheng tolou gu toyin le nohui ki ti shite chiyuuon 2021 live,Nandakanda chiyuuon2021 live ver,17,114426,0,0.693,0.91,1,-4.745,0,0.0362,0.007,0,0.145,0.745,127.005,4,J-idol
6mLGPVBN2iGclVHegZww3D,Babymetal,Metal resistance,Gj!,44,176600,0,0.694,0.955,6,-3.818,1,0.106,0.0007,0.773,0.227,0.653,110.004,4,J-idol
7bvuN9ucpVdg68uuQZbWJj,Perfume,Flash,Flash,32,276306,0,0.55,0.914,10,-1.941,0,0.0663,0.004,0.0023,0.413,0.49,128,4,J-idol
3FIUQy28lTrgATPKoFTUYA,Dream,Quan ye cha best album zhu ti ge ji,My will original mix,40,322600,0,0.576,0.81,8,-3.623,1,0.0309,0.0084,4.00E-06,0.358,0.268,126.494,4,J-idol
3HWuzcDjbskcEt7Y0KFnRp,Ayumikurikamaki,Da ni xi,Fan kang sheng ming,35,180426,0,0.486,0.979,5,-3.492,0,0.182,0.0031,0,0.335,0.472,175.207,4,J-idol
0drkpiibrRIpUc5tSubX2J,Yui  Horie,Mi mi noting nohutari,Mi mi noting nohutari,41,245666,0,0.566,0.888,8,-4.031,1,0.0438,0.0088,4.00E-05,0.254,0.833,89.998,4,J-idol
2XQF5hFvxyzzAkGWb3sQFM,Band  Maid,Unleash!!!!!,Unleash!!!!!,44,190000,0,0.452,0.968,0,-2.07,1,0.103,0,0.00206,0.289,0.209,96.494,4,J-idol
58WvkmErveRlLoaIsn7AGB,Akb48,Yi hairanai<type c> tong chang pan,Meng henoru to team 8,18,240426,0,0.437,0.958,0,-2.781,0,0.0743,0.464,2.00E-06,0.214,0.522,152.038,4,J-idol
5j6xRq3ow8F5FydSQ3xeE0,Momoiro  Clover z,Tao moshi fan cha mochu hua,Kuro ba todaiyamondo,18,299105,0,0.715,0.816,0,-4.547,0,0.0958,0.43,3.20E-05,0.0832,0.783,135.075,4,J-idol
5mtnKxu8Iwa10jFuACOj1s,Seiko  Matsuda,Bible,Xing kong nodoraibu,19,202866,0,0.665,0.726,11,-14.305,1,0.0323,0.451,0.00868,0.234,0.81,150.005,4,J-idol
5kLh746jvgdUXJrdpO00Kt,Momoiro  Clover z,Zz's,{z} noshi i zz ver,18,304133,0,0.455,0.964,9,-2.493,1,0.0922,0.0025,0.0396,0.187,0.374,175.051,4,J-idol
203tGBIlig6KHdfcNkYzcv,No  Suri busu,Kirigirisuren,Kirigirisuren,18,268200,0,0.49,0.956,1,-2.706,0,0.0796,0.122,0,0.246,0.546,140.981,4,J-idol
1GITfLOQJTizuWwaGVdV6Z,Silent  Siren,Si yue nofeng,Si yue nofeng,19,222693,0,0.737,0.84,5,-3.161,1,0.0334,0.081,0.00122,0.211,0.765,130.001,4,J-idol
3xQeJn1YwY2i5iKbxxVA7O,Nogizaka46,Ming hamei shii,Arakazimeyu rareruromansu,18,296000,0,0.565,0.953,6,-2.815,1,0.0586,0.634,0,0.333,0.852,136.986,4,J-idol
42KcbknvfoTCz7BcwgfDa5,Akina  Nakamori,Zhong sen ming cai shingurusu27 1982 1991,Jin qu,18,228200,0,0.721,0.695,6,-5.625,0,0.0291,0.653,1.30E-05,0.343,0.898,133.773,4,J-idol
1SwWIs1IrolIDJtWoWlVPR,Seiko  Matsuda,Yu topia,Bye bye playboy,18,258359,0,0.625,0.451,11,-7.55,1,0.0369,0.766,0.00152,0.131,0.229,138.376,4,J-idol
0OjkA5i8dYxbHWn6DSTdHT,Seiko  Matsuda,Qiang wei noyounixiao ite ying noyounisan tsute,Qiang wei noyounixiao ite ying noyounisan tsute,19,262680,0,0.415,0.378,3,-7.142,1,0.028,0.466,0,0.1,0.212,75.096,4,J-idol
47wxmjTiFIjGVMAakjMp1Y,Philosophy  No dance,Ai nozhe xue indies best album,Shisuta,18,282586,0,0.738,0.679,10,-5.049,1,0.0356,0.255,9.00E-06,0.0581,0.503,98.012,4,J-idol
71X6px5dkT3YJced4x8OuG,Momoiro  Clover z,Yue se chainon momoirokuro ba zpan,Yue se chainon momoirokuro ba z ver,17,264293,0,0.644,0.89,0,-4.126,1,0.0505,0.009,0,0.307,0.56,127.997,4,J-idol
6QSvUH6XOOIxwswKxyKfDj,Nogizaka46,Zhi fu nomanekin typea,Zhi wang yuan jing,18,202280,0,0.472,0.938,0,-2.798,1,0.0476,0.283,0,0.198,0.687,179.97,4,J-idol
1qKnTCLdSXjHxSwfld09yv,Keyakizaka46,Zhen tsubai namonohawu shitakunaru complete edition,W keyakizakanoshi,18,308293,0,0.633,0.906,4,-4.121,1,0.0365,0.489,0,0.332,0.882,122.987,4,J-idol
6Ei0eXSS6zEIQFHJ7gYQQ1,Nogizaka46,Shiawasenobao hu se,Shiawasenobao hu se,18,305213,0,0.578,0.726,1,-3.332,1,0.0269,0.0226,0,0.282,0.726,104.009,4,J-idol
5dpyepSLIhFejHSHKz3YzA,Trident,Zai gou chuang ii,Never ending,18,231625,0,0.257,0.974,6,-2.178,0,0.19,0.0001,0,0.0996,0.403,194.663,4,J-idol
5eGyEThp0QnLvNrx4qPSgE,Silent  Siren,Silent siren selection,Lost w,19,285826,0,0.472,0.882,8,-4.029,1,0.0404,0.0047,4.20E-05,0.0348,0.55,180.195,4,J-idol
2wdHnWbgLUS1GGyTjU2rJt,Perfume,"Perfume the best ""p cubed""",If you wanna,19,164120,0,0.554,0.834,9,-2.339,1,0.03,0.253,0.0289,0.208,0.739,150.003,4,J-idol
14SMmOnqGc9VhUWqqCyzfD,Keyakizaka46,Zou richu sushun jian complete edition,W keyakizakanoshi,18,308293,0,0.635,0.906,4,-4.151,1,0.037,0.465,0,0.336,0.895,122.975,4,J-idol
0N1GigJOndCZGlDSh1qImM,Bis,Bis dive into rocks,Magic,19,161120,0,0.368,0.984,7,-0.861,1,0.116,0.0115,0.0729,0.2,0.356,197.941,4,J-idol
1oUAdxeXzLjXuBqm8GBq0K,Band  Maid,Unleash,Balance,44,189386,0,0.367,0.965,11,-1.752,0,0.147,0.0001,0.00014,0.403,0.475,175.106,4,J-idol
4H5PISlxOsKtF5HrnM4hq5,Nogizaka46,Shiawasenobao hu se,Huantasuteitsuku3se han,18,218413,0,0.556,0.959,0,-3.248,1,0.135,0.119,0,0.337,0.847,159.026,4,J-idol
42XheQzhWfX8Sc6VXvm25G,Team  Syachihoko,Himatsubushi,Bao kishimeteansemu,19,267959,0,0.51,0.964,0,-1.376,0,0.109,0.0109,7.80E-05,0.307,0.468,193.067,4,J-idol
4dHqQJ7jPBsOwbg8cJX1ER,Momoiro  Clover z,"Momoiro clover z 6th album tour ""zhu dian "" live at ri ben wu dao guan 2022 5 15",Stay gold live at ri ben wu dao guan 2022 5 15,17,234585,0,0.401,0.872,5,-1.9,0,0.0729,0.0071,0.00105,0.94,0.241,96.487,4,J-idol
4bQpelpyhbWl7V4TXpdQAM,Nmb48,Nagiichi ju chang pan,Pu gamoushao shida dan nara hong zu,17,236160,0,0.362,0.984,8,-0.983,1,0.162,0.187,5.30E-05,0.316,0.466,80.504,4,J-idol
569Kr0kHdq0152LdUApcnl,Silent  Siren,Silent siren selection,Guruguruwanda rando,19,267413,0,0.61,0.951,1,-4.659,1,0.0709,0.0197,5.30E-05,0.119,0.856,93.523,4,J-idol
1gYsDtSPAQfk7aBhQVSjd3,Perfume,"Perfume the best ""p cubed""",Everyday,19,226466,0,0.677,0.956,2,-3.2,1,0.044,0.152,0.00676,0.0746,0.41,114.981,4,J-idol
2eHkNDZ5b8BqgneCAE7pnN,Bis,Hey boy hey girl,Once again,19,285050,0,0.655,0.73,8,-3.693,1,0.0371,0.0386,0.00175,0.0969,0.499,100.071,4,J-idol
61Ylkq8XL5GRtNiOMd6UP1,Philosophy  No dance,Sanhurawa deluxe edition,Ziyoni uo ka,18,232306,0,0.687,0.689,8,-6.47,1,0.0366,0.198,4.50E-05,0.0487,0.411,98.049,4,J-idol
2rduN4lEqnn7jIDjRgHXL5,A  Crowd of rebellion,Ill,Colorless,18,220572,0,0.25,0.983,1,-2.781,1,0.268,0,0.564,0.383,0.205,110.027,4,J-idol
2VpG1SHufPzH0pSzd9IR2q,Stu48,"Hua hashui nomono?gong yan xia no""hao ki""hagoyong xin soshiteren jian hawu li tosi izhi ru",Soshiteren jian hawu li tosi izhi ru,18,276973,0,0.54,0.814,8,-4.177,0,0.0291,0.403,9.00E-06,0.0737,0.375,100.086,4,J-idol
7BJNsIPglbRWt57ZmqFiHy,Nogizaka46,Jin gasi ichu ninarumade complete edition,Itsukadekirukarajin ri dekiru,18,279586,0,0.547,0.824,4,-3.038,1,0.0337,0.769,0,0.114,0.291,129.989,4,J-idol
32gpJqHwc4Danix8sOXFv5,Nmb48,Lian toai nosonojian niha special edition,Lian toai nosonojian niha,17,294293,0,0.582,0.948,5,-2.309,1,0.0706,0.0226,0,0.255,0.807,132.979,4,J-idol
3NvYhASdGQH4BRojzU3bAC,Philosophy  No dance,Ai nozhe xue,Shi ihe tsutandatsutene love,18,238226,0,0.689,0.805,9,-4.38,1,0.0477,0.0089,7.00E-06,0.0812,0.798,139.972,4,J-idol
6wkK6fbl1vNpdTbigZjG2v,Nogizaka46,Jin gasi ichu ninarumade complete edition,Tokitokimekimeki,18,240826,0,0.573,0.964,5,-3.487,0,0.0801,0.0331,0,0.221,0.74,145.061,4,J-idol
3RaBhAllBI8cw6HU2PuRLY,Bis,Lookie,Bis douyarazonbinoodemashi new type ver,18,302832,0,0.383,0.952,5,-1.836,1,0.0472,0,0.27,0.164,0.492,94.972,4,J-idol
2Hlv1ecRGaBh8WV8QZiIfN,Yui  Ogura,Strawberry jam,Happy strawberry,18,228133,0,0.53,0.965,4,-2.737,1,0.0882,0.0772,1.00E-06,0.434,0.784,168.983,4,J-idol
1MClZrKt4IF1nJBvrkhhCd,Keyakizaka46,Yong yuan yorichang iyi shun ~anoqing que kanicun zai shitasi tachi~ complete edition,I'm out,18,234240,0,0.53,0.902,0,-3.81,0,0.0619,0.016,0,0.451,0.538,120.99,4,J-idol
42EtEyM7X9XNbwKUo8TEKR,Bis,Brand new idol society,This is not a love song,19,228187,0,0.389,0.941,8,-2.073,1,0.069,0.0018,0.0121,0.0752,0.258,180.112,4,J-idol
2YBqysDEhbZclwlmjFIJie,Nmb48,Warotapi po tong chang pan type d,Which one ji tian zhu li tai tian meng li shibui gu ci xiao cun lai sha ying zhi cun zi,17,253587,0,0.661,0.786,7,-3.428,1,0.0401,0.0548,0,0.443,0.61,130.866,4,J-idol
3uczUkKO3f7i61un1wfgvp,Seiko  Matsuda,Candy,Wei lai nohua jia seiko story~ 80's hits collection~,18,261320,0,0.789,0.682,2,-7.472,0,0.0262,0.432,0.000179,0.253,0.905,130.039,4,J-idol
1Rkbpr6cTTH2a9nvjZ5RAu,Last  Idol,Everything will be all right special edition,Love docchihearts,18,216840,0,0.457,0.99,2,-2.152,1,0.0889,0.0007,7.00E-06,0.0981,0.795,168.053,4,J-idol
6pMGiv9BCjnrmBwr7OUdxD,#NAME?,Be selfish special edition,Watashi mo fa shi i instrumental,18,210053,0,0.493,0.901,1,-6.392,0,0.0605,0,0.881,0.221,0.821,175.054,4,J-idol
22ac4pW9AIkjpaOR6VBhtD,Flower,Flower,Tai yang toxiang ri kui,42,269613,0,0.604,0.74,5,-6.569,1,0.0362,0.285,0,0.128,0.377,91.026,4,J-idol
6YXqG3hmbP0pf3L5uiVWb7,Babymetal,Babymetal,Akatsuki,41,325773,0,0.376,0.877,6,-1.74,0,0.0638,0.0002,0.000145,0.191,0.237,169.894,4,J-idol
3n0iYZcA0fLtgSDSi9KYmw,Seiko  Matsuda,Bible,Sleeping beauty,19,344386,0,0.685,0.0973,4,-18.076,1,0.0337,0.877,3.00E-06,0.0999,0.271,147.683,4,J-idol
4cj43JzCAg1cHFvHy5TJuW,Passcode,Ex libris passcode,Ray,42,226506,0,0.451,0.981,8,-1.659,1,0.111,0.0005,0.0045,0.318,0.329,97.98,4,J-idol
0TT5msJUaOP3UWovCuQdWi,Momoiro  Clover z,Tian zhong jiang da,Zou re! zz ver,18,282239,0,0.586,0.977,4,-0.912,1,0.0796,0.431,0.00227,0.137,0.59,135,4,J-idol
2ZSaFJce7lMuLOQEKaKVoc,Akb48,Ziwarudays type c,Ziwarudays,18,293813,0,0.362,0.898,7,-1.34,1,0.0434,0.318,0,0.367,0.46,172.959,4,J-idol
3D7f2pqtwOR7FvQElWmG2Z,Moshimo,Mirukutei   bai,Mirukutei,18,239666,0,0.446,0.905,9,-1.913,1,0.0563,0.0028,1.00E-06,0.0592,0.486,163.958,4,J-idol
78VavvRPqerpCiXI1AqUrt,Babymetal,Babymetal,Doki doki morning,44,225651,0,0.55,0.97,2,-0.986,1,0.0859,0.0062,1.00E-05,0.0977,0.601,83.007,4,J-idol
0xPFS118JYvib7lHljQMwN,Sakurako  Ohara,Da hao ki,Da hao ki,18,249866,0,0.59,0.926,6,-1.865,1,0.048,0.486,0,0.0849,0.617,126.038,4,J-idol
4kwavu3Xx8w8H9bYskAfXa,Kyary  Pamyu pamyu,Kpp best,5ive years monster,17,173052,0,0.532,0.963,4,-2.007,1,0.0961,0.0021,0.000535,0.0522,0.503,190.044,3,J-idol
